"","BGN_DATE","STATE","EVTYPE","END_DATE","FATALITIES","INJURIES"
"146578","5/24/1971 0:00:00","TN","TORNADO","",0,3
"146599","7/15/1971 0:00:00","TN","TORNADO","",0,8
"146612","12/15/1971 0:00:00","TN","TORNADO","",0,3
"146621","4/7/1972 0:00:00","TN","TORNADO","",0,15
"146627","4/21/1972 0:00:00","TN","TORNADO","",0,3
"146629","4/21/1972 0:00:00","TN","TORNADO","",0,1
"146630","4/21/1972 0:00:00","TN","TORNADO","",0,6
"146632","4/21/1972 0:00:00","TN","TORNADO","",0,4
"146634","5/14/1972 0:00:00","TN","TORNADO","",0,3
"146645","6/28/1972 0:00:00","TN","TORNADO","",0,3
"146659","3/15/1973 0:00:00","TN","TORNADO","",1,3
"146664","4/19/1973 0:00:00","TN","TORNADO","",0,1
"146750","11/27/1973 0:00:00","TN","TORNADO","",0,1
"146758","12/13/1973 0:00:00","TN","TORNADO","",0,3
"146760","12/13/1973 0:00:00","TN","TORNADO","",0,1
"146769","3/21/1974 0:00:00","TN","TORNADO","",0,7
"146783","4/1/1974 0:00:00","TN","TORNADO","",1,12
"146788","4/1/1974 0:00:00","TN","TORNADO","",0,4
"146793","4/3/1974 0:00:00","TN","TORNADO","",1,100
"146795","4/3/1974 0:00:00","TN","TORNADO","",0,2
"146796","4/3/1974 0:00:00","TN","TORNADO","",1,32
"146797","4/3/1974 0:00:00","TN","TORNADO","",0,2
"146802","4/3/1974 0:00:00","TN","TORNADO","",0,2
"146805","4/3/1974 0:00:00","TN","TORNADO","",2,0
"146807","4/3/1974 0:00:00","TN","TORNADO","",1,0
"146809","4/3/1974 0:00:00","TN","TORNADO","",0,50
"146811","4/3/1974 0:00:00","TN","TORNADO","",0,2
"146813","4/3/1974 0:00:00","TN","TORNADO","",0,2
"146818","4/3/1974 0:00:00","TN","TORNADO","",1,3
"146820","4/3/1974 0:00:00","TN","TORNADO","",0,20
"146821","4/3/1974 0:00:00","TN","TORNADO","",6,100
"146823","4/3/1974 0:00:00","TN","TORNADO","",5,21
"146830","4/3/1974 0:00:00","TN","TORNADO","",10,51
"146832","4/3/1974 0:00:00","TN","TORNADO","",5,6
"146835","4/3/1974 0:00:00","TN","TORNADO","",7,150
"146837","4/3/1974 0:00:00","TN","TORNADO","",0,1
"146838","4/3/1974 0:00:00","TN","TORNADO","",1,1
"146841","4/3/1974 0:00:00","TN","TORNADO","",3,120
"146842","4/3/1974 0:00:00","TN","TORNADO","",0,1
"146844","4/3/1974 0:00:00","TN","TORNADO","",0,6
"146845","4/3/1974 0:00:00","TN","TORNADO","",0,21
"146846","4/3/1974 0:00:00","TN","TORNADO","",0,5
"146847","4/3/1974 0:00:00","TN","TORNADO","",2,21
"146848","4/3/1974 0:00:00","TN","TORNADO","",0,8
"146849","4/3/1974 0:00:00","TN","TORNADO","",0,20
"146854","4/4/1974 0:00:00","TN","TORNADO","",0,2
"146872","4/8/1974 0:00:00","TN","TORNADO","",0,1
"146887","6/7/1974 0:00:00","TN","TORNADO","",1,1
"146931","2/22/1975 0:00:00","TN","TORNADO","",0,2
"146935","3/7/1975 0:00:00","TN","TORNADO","",0,3
"146943","3/12/1975 0:00:00","TN","TORNADO","",0,3
"146950","3/22/1975 0:00:00","TN","TORNADO","",0,18
"146962","4/18/1975 0:00:00","TN","TORNADO","",1,6
"146970","4/24/1975 0:00:00","TN","TORNADO","",0,1
"146973","4/24/1975 0:00:00","TN","TORNADO","",1,4
"146974","4/25/1975 0:00:00","TN","TORNADO","",1,1
"146976","4/25/1975 0:00:00","TN","TORNADO","",0,6
"147012","2/17/1976 0:00:00","TN","TORNADO","",0,2
"147016","2/18/1976 0:00:00","TN","TORNADO","",0,10
"147126","10/1/1977 0:00:00","TN","TORNADO","",0,10
"147127","10/1/1977 0:00:00","TN","TORNADO","",0,2
"147128","10/1/1977 0:00:00","TN","TORNADO","",0,1
"147132","11/21/1977 0:00:00","TN","TORNADO","",0,2
"147134","12/4/1977 0:00:00","TN","TORNADO","",0,1
"147136","12/4/1977 0:00:00","TN","TORNADO","",0,3
"147143","12/5/1977 0:00:00","TN","TORNADO","",0,1
"147182","8/29/1978 0:00:00","TN","TORNADO","",0,26
"147188","12/31/1978 0:00:00","TN","TORNADO","",0,1
"147198","3/22/1979 0:00:00","TN","TORNADO","",0,3
"147209","5/3/1979 0:00:00","TN","TORNADO","",0,5
"147223","6/30/1979 0:00:00","TN","TORNADO","",2,1
"147239","3/24/1980 0:00:00","TN","TORNADO","",0,2
"147247","4/28/1980 0:00:00","TN","TORNADO","",0,1
"147248","5/17/1980 0:00:00","TN","TORNADO","",0,1
"147249","5/17/1980 0:00:00","TN","TORNADO","",0,3
"147275","7/10/1980 0:00:00","TN","TORNADO","",0,12
"147347","4/2/1982 0:00:00","TN","TORNADO","",0,1
"147419","5/29/1983 0:00:00","TN","TORNADO","",0,1
"147507","3/19/1984 0:00:00","TN","TSTM WIND","",0,1
"147523","4/21/1984 0:00:00","TN","TORNADO","",0,3
"147574","5/6/1984 0:00:00","TN","TSTM WIND","",0,2
"147615","5/7/1984 0:00:00","TN","TORNADO","",0,2
"147617","5/7/1984 0:00:00","TN","TORNADO","",0,36
"147626","5/7/1984 0:00:00","TN","TSTM WIND","",0,1
"147631","5/7/1984 0:00:00","TN","TSTM WIND","",0,1
"147673","10/16/1984 0:00:00","TN","TORNADO","",1,2
"147674","10/16/1984 0:00:00","TN","TSTM WIND","",0,5
"147675","10/17/1984 0:00:00","TN","TSTM WIND","",0,1
"147681","10/20/1984 0:00:00","TN","TSTM WIND","",0,1
"147687","11/10/1984 0:00:00","TN","TORNADO","",0,3
"147699","4/5/1985 0:00:00","TN","TSTM WIND","",0,2
"147721","4/5/1985 0:00:00","TN","TSTM WIND","",0,1
"147836","8/16/1985 0:00:00","TN","TORNADO","",0,1
"147865","2/6/1986 0:00:00","TN","TORNADO","",0,5
"147887","4/20/1986 0:00:00","TN","TORNADO","",0,6
"147905","7/10/1986 0:00:00","TN","TSTM WIND","",0,2
"147939","8/7/1986 0:00:00","TN","TSTM WIND","",0,1
"147940","8/7/1986 0:00:00","TN","TSTM WIND","",0,1
"147962","4/11/1987 0:00:00","TN","HAIL","",0,1
"147997","7/13/1987 0:00:00","TN","TSTM WIND","",0,1
"147998","7/13/1987 0:00:00","TN","TSTM WIND","",0,1
"147999","7/22/1987 0:00:00","TN","TSTM WIND","",0,1
"148016","12/14/1987 0:00:00","TN","TORNADO","",0,21
"148017","1/19/1988 0:00:00","TN","TORNADO","",1,6
"148018","1/19/1988 0:00:00","TN","TORNADO","",3,24
"148019","1/19/1988 0:00:00","TN","TORNADO","",1,0
"148056","6/24/1988 0:00:00","TN","TSTM WIND","",0,2
"148103","11/19/1988 0:00:00","TN","TORNADO","",0,1
"148106","12/24/1988 0:00:00","TN","TORNADO","",1,7
"148121","4/3/1989 0:00:00","TN","TSTM WIND","",0,1
"148162","5/22/1989 0:00:00","TN","TORNADO","",1,2
"148182","6/4/1989 0:00:00","TN","TORNADO","",0,2
"148208","7/25/1989 0:00:00","TN","TSTM WIND","",0,1
"148239","11/15/1989 0:00:00","TN","TSTM WIND","",0,1
"148277","5/19/1990 0:00:00","TN","TSTM WIND","",0,1
"148321","6/22/1990 0:00:00","TN","TSTM WIND","",0,1
"148346","7/10/1990 0:00:00","TN","TSTM WIND","",0,1
"148387","8/29/1990 0:00:00","TN","TSTM WIND","",0,11
"148426","12/18/1990 0:00:00","TN","TSTM WIND","",0,2
"148450","3/22/1991 0:00:00","TN","TORNADO","",4,45
"148457","3/22/1991 0:00:00","TN","TORNADO","",1,14
"148470","3/22/1991 0:00:00","TN","TSTM WIND","",0,2
"148471","3/22/1991 0:00:00","TN","TSTM WIND","",0,1
"148514","4/9/1991 0:00:00","TN","TSTM WIND","",0,2
"148523","4/9/1991 0:00:00","TN","TSTM WIND","",0,2
"148526","4/9/1991 0:00:00","TN","TSTM WIND","",0,2
"148542","4/9/1991 0:00:00","TN","TSTM WIND","",0,3
"148544","4/9/1991 0:00:00","TN","TSTM WIND","",0,4
"148545","4/9/1991 0:00:00","TN","TSTM WIND","",0,2
"148547","4/9/1991 0:00:00","TN","TSTM WIND","",0,3
"148572","4/29/1991 0:00:00","TN","TSTM WIND","",0,3
"148587","6/20/1991 0:00:00","TN","TSTM WIND","",0,1
"148603","7/8/1991 0:00:00","TN","TSTM WIND","",0,1
"148766","8/27/1992 0:00:00","TN","TORNADO","",0,4
"148788","11/22/1992 0:00:00","TN","TORNADO","",1,3
"148795","1/26/1950 0:00:00","TX","TORNADO","",0,2
"148797","2/11/1950 0:00:00","TX","TORNADO","",1,12
"148798","2/11/1950 0:00:00","TX","TORNADO","",0,5
"148799","2/11/1950 0:00:00","TX","TORNADO","",0,6
"148800","2/12/1950 0:00:00","TX","TORNADO","",1,8
"148803","2/12/1950 0:00:00","TX","TORNADO","",0,32
"148804","2/12/1950 0:00:00","TX","TORNADO","",3,15
"148805","4/28/1950 0:00:00","TX","TORNADO","",5,5
"148807","5/4/1950 0:00:00","TX","TORNADO","",1,13
"148812","6/5/1950 0:00:00","TX","TORNADO","",0,6
"148813","6/5/1950 0:00:00","TX","TORNADO","",0,2
"148819","5/18/1951 0:00:00","TX","TORNADO","",2,100
"148820","5/24/1951 0:00:00","TX","TORNADO","",1,0
"148824","6/6/1951 0:00:00","TX","TORNADO","",0,12
"148827","6/15/1951 0:00:00","TX","TORNADO","",0,6
"148834","4/3/1952 0:00:00","TX","TORNADO","",0,1
"148837","4/30/1952 0:00:00","TX","TORNADO","",0,6
"148838","5/23/1952 0:00:00","TX","TORNADO","",0,1
"148839","5/23/1952 0:00:00","TX","TORNADO","",0,1
"148842","12/3/1952 0:00:00","TX","TORNADO","",0,4
"148845","3/12/1953 0:00:00","TX","TORNADO","",0,2
"148846","3/13/1953 0:00:00","TX","TORNADO","",12,20
"148847","3/13/1953 0:00:00","TX","TORNADO","",5,5
"148848","4/28/1953 0:00:00","TX","TORNADO","",0,3
"148849","4/28/1953 0:00:00","TX","TORNADO","",1,5
"148850","4/28/1953 0:00:00","TX","TORNADO","",2,15
"148851","5/11/1953 0:00:00","TX","TORNADO","",13,159
"148852","5/11/1953 0:00:00","TX","TORNADO","",114,597
"148854","5/16/1953 0:00:00","TX","TORNADO","",1,8
"148858","6/19/1953 0:00:00","TX","TORNADO","",0,1
"148870","12/1/1953 0:00:00","TX","TORNADO","",0,10
"148871","12/2/1953 0:00:00","TX","TORNADO","",0,4
"148873","12/2/1953 0:00:00","TX","TORNADO","",2,5
"148876","2/19/1954 0:00:00","TX","TORNADO","",0,2
"148878","2/19/1954 0:00:00","TX","TORNADO","",0,7
"148879","3/24/1954 0:00:00","TX","TORNADO","",0,4
"148892","4/28/1954 0:00:00","TX","TORNADO","",0,1
"148893","4/29/1954 0:00:00","TX","TORNADO","",0,1
"148898","4/30/1954 0:00:00","TX","TORNADO","",0,6
"148899","4/30/1954 0:00:00","TX","TORNADO","",0,2
"148903","4/30/1954 0:00:00","TX","TORNADO","",0,13
"148904","4/30/1954 0:00:00","TX","TORNADO","",0,12
"148907","4/30/1954 0:00:00","TX","TORNADO","",0,1
"148910","5/1/1954 0:00:00","TX","TORNADO","",0,2
"148911","5/1/1954 0:00:00","TX","TORNADO","",0,4
"148916","5/2/1954 0:00:00","TX","TORNADO","",0,4
"148929","5/29/1954 0:00:00","TX","TORNADO","",0,9
"148930","5/29/1954 0:00:00","TX","TORNADO","",0,2
"148932","6/1/1954 0:00:00","TX","TORNADO","",1,14
"148934","6/1/1954 0:00:00","TX","TORNADO","",1,4
"148935","6/1/1954 0:00:00","TX","TORNADO","",0,3
"148936","6/2/1954 0:00:00","TX","TORNADO","",1,8
"148939","6/11/1954 0:00:00","TX","TORNADO","",0,3
"148941","6/13/1954 0:00:00","TX","TORNADO","",0,1
"148958","10/22/1954 0:00:00","TX","TORNADO","",0,1
"148959","10/22/1954 0:00:00","TX","TORNADO","",0,25
"148961","3/20/1955 0:00:00","TX","TORNADO","",0,1
"148966","3/20/1955 0:00:00","TX","TORNADO","",0,1
"148980","4/5/1955 0:00:00","TX","TORNADO","",0,3
"148984","4/5/1955 0:00:00","TX","TORNADO","",0,3
"148990","4/6/1955 0:00:00","TX","TORNADO","",1,27
"148996","4/6/1955 0:00:00","TX","TORNADO","",0,2
"148999","4/6/1955 0:00:00","TX","TORNADO","",0,1
"149012","4/12/1955 0:00:00","TX","TORNADO","",0,7
"149027","5/5/1955 0:00:00","TX","TORNADO","",0,1
"149029","5/6/1955 0:00:00","TX","TORNADO","",1,1
"149082","5/25/1955 0:00:00","TX","TORNADO","",0,5
"149083","5/25/1955 0:00:00","TX","TORNADO","",0,5
"149122","6/8/1955 0:00:00","TX","TORNADO","",0,1
"149195","8/30/1955 0:00:00","TX","TORNADO","",0,5
"149253","5/7/1956 0:00:00","TX","TORNADO","",0,1
"149298","6/19/1956 0:00:00","TX","TORNADO","",0,3
"149299","6/22/1956 0:00:00","TX","TORNADO","",0,3
"149316","7/24/1956 0:00:00","TX","TORNADO","",0,1
"149347","10/4/1956 0:00:00","TX","TORNADO","",0,2
"149362","10/20/1956 0:00:00","TX","TORNADO","",0,1
"149385","3/17/1957 0:00:00","TX","TORNADO","",0,4
"149387","3/17/1957 0:00:00","TX","TORNADO","",1,7
"149389","3/17/1957 0:00:00","TX","TORNADO","",0,4
"149402","3/20/1957 0:00:00","TX","TORNADO","",0,2
"149403","3/20/1957 0:00:00","TX","TORNADO","",0,2
"149422","3/31/1957 0:00:00","TX","TORNADO","",0,2
"149429","4/2/1957 0:00:00","TX","TORNADO","",0,2
"149430","4/2/1957 0:00:00","TX","TORNADO","",0,1
"149433","4/2/1957 0:00:00","TX","TORNADO","",0,2
"149434","4/2/1957 0:00:00","TX","TORNADO","",10,200
"149435","4/2/1957 0:00:00","TX","TORNADO","",0,2
"149436","4/2/1957 0:00:00","TX","TORNADO","",1,2
"149438","4/2/1957 0:00:00","TX","TORNADO","",0,1
"149441","4/2/1957 0:00:00","TX","TORNADO","",1,2
"149486","4/21/1957 0:00:00","TX","TORNADO","",0,4
"149489","4/21/1957 0:00:00","TX","TORNADO","",0,3
"149490","4/21/1957 0:00:00","TX","TORNADO","",0,6
"149517","4/24/1957 0:00:00","TX","TORNADO","",0,1
"149541","4/26/1957 0:00:00","TX","TORNADO","",0,6
"149585","5/15/1957 0:00:00","TX","TORNADO","",0,1
"149589","5/15/1957 0:00:00","TX","TORNADO","",1,0
"149590","5/15/1957 0:00:00","TX","TORNADO","",21,80
"149601","5/22/1957 0:00:00","TX","TORNADO","",0,4
"149602","5/22/1957 0:00:00","TX","TORNADO","",0,2
"149623","5/24/1957 0:00:00","TX","TORNADO","",0,3
"149624","5/24/1957 0:00:00","TX","TORNADO","",0,1
"149631","5/24/1957 0:00:00","TX","TORNADO","",0,1
"149706","10/22/1957 0:00:00","TX","TORNADO","",0,1
"149712","11/7/1957 0:00:00","TX","TORNADO","",2,59
"149713","11/7/1957 0:00:00","TX","TORNADO","",0,1
"149714","11/7/1957 0:00:00","TX","TORNADO","",1,81
"149716","11/17/1957 0:00:00","TX","TORNADO","",0,2
"149733","4/2/1958 0:00:00","TX","TORNADO","",1,14
"149738","4/2/1958 0:00:00","TX","TORNADO","",0,1
"149758","4/20/1958 0:00:00","TX","TORNADO","",0,1
"149767","4/21/1958 0:00:00","TX","TORNADO","",0,18
"149803","4/29/1958 0:00:00","TX","TORNADO","",0,4
"149878","6/20/1958 0:00:00","TX","TORNADO","",0,2
"149976","8/20/1958 0:00:00","TX","TORNADO","",0,1
"149986","11/17/1958 0:00:00","TX","TORNADO","",0,7
"149991","11/17/1958 0:00:00","TX","TORNADO","",0,4
"149992","11/17/1958 0:00:00","TX","TORNADO","",0,1
"150029","3/31/1959 0:00:00","TX","TORNADO","",0,16
"150031","3/31/1959 0:00:00","TX","TORNADO","",6,31
"150082","5/8/1959 0:00:00","TX","TORNADO","",0,1
"150097","5/10/1959 0:00:00","TX","TORNADO","",0,7
"150105","5/17/1959 0:00:00","TX","TORNADO","",0,1
"150239","10/4/1959 0:00:00","TX","TORNADO","",0,5
"150250","11/4/1959 0:00:00","TX","TORNADO","",0,3
"150257","1/14/1960 0:00:00","TX","TORNADO","",0,3
"150258","1/14/1960 0:00:00","TX","TORNADO","",0,1
"150261","2/17/1960 0:00:00","TX","TORNADO","",0,3
"150265","4/12/1960 0:00:00","TX","TORNADO","",0,3
"150267","4/12/1960 0:00:00","TX","TORNADO","",3,32
"150317","5/4/1960 0:00:00","TX","TORNADO","",0,12
"150348","5/20/1960 0:00:00","TX","TORNADO","",0,1
"150433","8/21/1960 0:00:00","TX","TORNADO","",0,2
"150445","10/11/1960 0:00:00","TX","TORNADO","",0,1
"150454","10/13/1960 0:00:00","TX","TORNADO","",0,1
"150465","10/16/1960 0:00:00","TX","TORNADO","",0,11
"150468","10/16/1960 0:00:00","TX","TORNADO","",0,1
"150472","10/18/1960 0:00:00","TX","TORNADO","",0,2
"150500","3/26/1961 0:00:00","TX","TORNADO","",0,1
"150504","3/26/1961 0:00:00","TX","TORNADO","",0,1
"150509","3/26/1961 0:00:00","TX","TORNADO","",0,2
"150512","3/26/1961 0:00:00","TX","TORNADO","",0,1
"150513","3/26/1961 0:00:00","TX","TORNADO","",0,1
"150514","3/26/1961 0:00:00","TX","TORNADO","",0,4
"150516","3/26/1961 0:00:00","TX","TORNADO","",0,9
"150520","3/27/1961 0:00:00","TX","TORNADO","",2,4
"150534","4/8/1961 0:00:00","TX","TORNADO","",0,1
"150538","4/8/1961 0:00:00","TX","TORNADO","",0,2
"150541","4/8/1961 0:00:00","TX","TORNADO","",0,1
"150544","4/11/1961 0:00:00","TX","TORNADO","",0,3
"150733","6/18/1961 0:00:00","TX","TORNADO","",0,5
"150736","6/18/1961 0:00:00","TX","TORNADO","",0,2
"150776","8/4/1961 0:00:00","TX","TORNADO","",0,3
"150793","9/11/1961 0:00:00","TX","TORNADO","",0,3
"150794","9/11/1961 0:00:00","TX","TORNADO","",0,22
"150795","9/12/1961 0:00:00","TX","TORNADO","",8,200
"150804","9/13/1961 0:00:00","TX","TORNADO","",0,2
"150827","11/22/1961 0:00:00","TX","TORNADO","",1,10
"150830","11/22/1961 0:00:00","TX","TORNADO","",0,1
"150847","3/24/1962 0:00:00","TX","TORNADO","",0,8
"150883","4/26/1962 0:00:00","TX","TORNADO","",0,13
"150917","5/17/1962 0:00:00","TX","TORNADO","",0,3
"150935","5/25/1962 0:00:00","TX","TORNADO","",1,1
"150945","5/26/1962 0:00:00","TX","TORNADO","",0,1
"150955","5/27/1962 0:00:00","TX","TORNADO","",0,13
"150979","5/31/1962 0:00:00","TX","TORNADO","",0,2
"150995","6/1/1962 0:00:00","TX","TORNADO","",0,1
"150999","6/1/1962 0:00:00","TX","TORNADO","",0,1
"151006","6/3/1962 0:00:00","TX","TORNADO","",0,2
"151132","7/14/1962 0:00:00","TX","TORNADO","",0,5
"151159","8/10/1962 0:00:00","TX","TORNADO","",0,6
"151182","9/7/1962 0:00:00","TX","TORNADO","",0,1
"151246","4/28/1963 0:00:00","TX","TORNADO","",0,3
"151327","5/29/1963 0:00:00","TX","TORNADO","",0,1
"151419","7/23/1963 0:00:00","TX","TORNADO","",0,1
"151457","11/8/1963 0:00:00","TX","TORNADO","",0,1
"151471","2/4/1964 0:00:00","TX","TORNADO","",0,1
"151477","3/18/1964 0:00:00","TX","TORNADO","",0,1
"151487","4/3/1964 0:00:00","TX","TORNADO","",7,111
"151500","4/17/1964 0:00:00","TX","TORNADO","",1,2
"151513","4/22/1964 0:00:00","TX","TORNADO","",0,2
"151530","4/24/1964 0:00:00","TX","TORNADO","",0,3
"151536","4/24/1964 0:00:00","TX","TORNADO","",0,1
"151640","6/11/1964 0:00:00","TX","TORNADO","",0,4
"151680","7/27/1964 0:00:00","TX","TORNADO","",0,1
"151687","8/5/1964 0:00:00","TX","TORNADO","",0,6
"151728","2/11/1965 0:00:00","TX","TORNADO","",0,1
"151737","3/16/1965 0:00:00","TX","TORNADO","",0,1
"151776","4/19/1965 0:00:00","TX","TORNADO","",1,3
"151845","5/12/1965 0:00:00","TX","TORNADO","",0,1
"151863","5/15/1965 0:00:00","TX","TORNADO","",0,2
"151908","5/25/1965 0:00:00","TX","TORNADO","",0,1
"151936","6/2/1965 0:00:00","TX","TORNADO","",4,76
"151947","6/4/1965 0:00:00","TX","TORNADO","",1,1
"151960","6/8/1965 0:00:00","TX","TORNADO","",0,8
"152054","12/11/1965 0:00:00","TX","TORNADO","",0,2
"152148","4/25/1966 0:00:00","TX","TORNADO","",0,3
"152169","5/10/1966 0:00:00","TX","TORNADO","",0,2
"152200","5/23/1966 0:00:00","TX","TORNADO","",0,5
"152326","8/30/1966 0:00:00","TX","TORNADO","",0,1
"152425","5/1/1967 0:00:00","TX","TORNADO","",0,2
"152507","6/1/1967 0:00:00","TX","TORNADO","",0,1
"152611","9/20/1967 0:00:00","TX","TORNADO","",0,1
"152612","9/20/1967 0:00:00","TX","TORNADO","",0,1
"152619","9/20/1967 0:00:00","TX","TORNADO","",0,1
"152621","9/20/1967 0:00:00","TX","TORNADO","",4,7
"152632","9/20/1967 0:00:00","TX","TORNADO","",0,2
"152637","9/20/1967 0:00:00","TX","TORNADO","",0,3
"152640","9/20/1967 0:00:00","TX","TORNADO","",0,1
"152641","9/20/1967 0:00:00","TX","TORNADO","",0,3
"152642","9/20/1967 0:00:00","TX","TORNADO","",1,1
"152649","9/20/1967 0:00:00","TX","TORNADO","",0,1
"152653","9/20/1967 0:00:00","TX","TORNADO","",0,1
"152659","9/20/1967 0:00:00","TX","TORNADO","",0,4
"152661","9/20/1967 0:00:00","TX","TORNADO","",0,1
"152666","9/20/1967 0:00:00","TX","TORNADO","",0,3
"152671","9/20/1967 0:00:00","TX","TORNADO","",0,1
"152674","9/20/1967 0:00:00","TX","TORNADO","",0,3
"152675","9/20/1967 0:00:00","TX","TORNADO","",0,1
"152686","9/21/1967 0:00:00","TX","TORNADO","",0,3
"152690","9/21/1967 0:00:00","TX","TORNADO","",0,1
"152700","9/22/1967 0:00:00","TX","TORNADO","",0,2
"152859","5/6/1968 0:00:00","TX","TORNADO","",0,6
"152869","5/7/1968 0:00:00","TX","TORNADO","",0,1
"152878","5/9/1968 0:00:00","TX","TORNADO","",0,1
"152969","5/25/1968 0:00:00","TX","TORNADO","",0,1
"153131","9/9/1968 0:00:00","TX","TORNADO","",0,2
"153170","11/5/1968 0:00:00","TX","TORNADO","",0,2
"153181","11/26/1968 0:00:00","TX","TORNADO","",0,2
"153224","3/23/1969 0:00:00","TX","TORNADO","",0,1
"153240","4/11/1969 0:00:00","TX","TORNADO","",0,13
"153267","4/27/1969 0:00:00","TX","TORNADO","",0,45
"153313","5/6/1969 0:00:00","TX","TORNADO","",0,2
"153407","5/16/1969 0:00:00","TX","TORNADO","",0,3
"153426","5/27/1969 0:00:00","TX","TORNADO","",3,0
"153597","10/12/1969 0:00:00","TX","TORNADO","",0,2
"153609","10/30/1969 0:00:00","TX","TORNADO","",0,1
"153625","2/1/1970 0:00:00","TX","TORNADO","",0,2
"153657","4/17/1970 0:00:00","TX","TORNADO","",0,20
"153659","4/17/1970 0:00:00","TX","TORNADO","",0,4
"153664","4/17/1970 0:00:00","TX","TORNADO","",2,47
"153667","4/17/1970 0:00:00","TX","TORNADO","",1,3
"153673","4/17/1970 0:00:00","TX","TORNADO","",2,0
"153674","4/17/1970 0:00:00","TX","TORNADO","",1,4
"153680","4/18/1970 0:00:00","TX","TORNADO","",0,10
"153682","4/18/1970 0:00:00","TX","TORNADO","",16,42
"153698","4/18/1970 0:00:00","TX","TORNADO","",0,2
"153706","4/25/1970 0:00:00","TX","TORNADO","",0,12
"153719","4/25/1970 0:00:00","TX","TORNADO","",1,0
"153731","4/26/1970 0:00:00","TX","TORNADO","",0,1
"153734","4/26/1970 0:00:00","TX","TORNADO","",0,2
"153749","5/11/1970 0:00:00","TX","TORNADO","",26,500
"153762","5/14/1970 0:00:00","TX","TORNADO","",0,1
"153776","5/23/1970 0:00:00","TX","TORNADO","",0,20
"153777","5/23/1970 0:00:00","TX","TORNADO","",0,20
"153780","5/24/1970 0:00:00","TX","TORNADO","",0,1
"153817","6/8/1970 0:00:00","TX","TORNADO","",0,1
"153838","6/24/1970 0:00:00","TX","TORNADO","",1,15
"153848","7/4/1970 0:00:00","TX","TORNADO","",1,4
"153849","7/4/1970 0:00:00","TX","TORNADO","",0,1
"153858","8/3/1970 0:00:00","TX","TORNADO","",0,2
"153867","8/18/1970 0:00:00","TX","TORNADO","",0,1
"153908","10/11/1970 0:00:00","TX","TORNADO","",0,1
"153910","10/11/1970 0:00:00","TX","TORNADO","",0,19
"153936","10/27/1970 0:00:00","TX","TORNADO","",0,1
"153982","3/9/1971 0:00:00","TX","TORNADO","",0,1
"153983","3/9/1971 0:00:00","TX","TORNADO","",0,4
"153999","3/12/1971 0:00:00","TX","TORNADO","",1,5
"154032","4/19/1971 0:00:00","TX","TORNADO","",0,3
"154033","4/19/1971 0:00:00","TX","TORNADO","",0,24
"154044","4/28/1971 0:00:00","TX","TORNADO","",0,3
"154053","4/28/1971 0:00:00","TX","TORNADO","",0,1
"154059","4/28/1971 0:00:00","TX","TORNADO","",0,1
"154060","4/28/1971 0:00:00","TX","TORNADO","",0,20
"154171","5/23/1971 0:00:00","TX","TORNADO","",1,49
"154296","6/20/1971 0:00:00","TX","TORNADO","",0,20
"154310","7/6/1971 0:00:00","TX","TORNADO","",0,1
"154318","7/26/1971 0:00:00","TX","TORNADO","",0,1
"154322","7/29/1971 0:00:00","TX","TORNADO","",0,8
"154372","10/17/1971 0:00:00","TX","TORNADO","",0,4
"154378","10/17/1971 0:00:00","TX","TORNADO","",0,2
"154384","10/19/1971 0:00:00","TX","TORNADO","",0,2
"154391","12/12/1971 0:00:00","TX","TORNADO","",0,2
"154392","12/12/1971 0:00:00","TX","TORNADO","",0,2
"154395","12/14/1971 0:00:00","TX","TORNADO","",0,2
"154396","12/14/1971 0:00:00","TX","TORNADO","",0,2
"154397","12/14/1971 0:00:00","TX","TORNADO","",0,4
"154398","12/14/1971 0:00:00","TX","TORNADO","",0,1
"154401","12/14/1971 0:00:00","TX","TORNADO","",0,2
"154407","12/14/1971 0:00:00","TX","TORNADO","",0,2
"154408","12/14/1971 0:00:00","TX","TORNADO","",0,1
"154409","12/14/1971 0:00:00","TX","TORNADO","",0,1
"154413","12/14/1971 0:00:00","TX","TORNADO","",0,4
"154416","12/14/1971 0:00:00","TX","TORNADO","",0,4
"154417","12/14/1971 0:00:00","TX","TORNADO","",0,2
"154454","3/20/1972 0:00:00","TX","TORNADO","",0,2
"154471","3/26/1972 0:00:00","TX","TORNADO","",0,2
"154480","3/28/1972 0:00:00","TX","TORNADO","",0,13
"154564","5/6/1972 0:00:00","TX","TORNADO","",0,1
