"","BGN_DATE","STATE","EVTYPE","END_DATE","FATALITIES","INJURIES"
"278433","1/19/1996 0:00:00","VA","FLOOD","1/22/1996 0:00:00",4,0
"278561","2/2/1996 0:00:00","VA","HEAVY SNOW","2/3/1996 0:00:00",1,0
"278566","2/3/1996 0:00:00","VA","EXTREME COLD","2/6/1996 0:00:00",1,0
"278614","4/3/1996 0:00:00","VA","River Flooding","4/3/1996 0:00:00",0,1
"278700","5/4/1996 0:00:00","VA","TSTM WIND","5/4/1996 0:00:00",0,1
"278706","5/4/1996 0:00:00","VA","LIGHTNING","5/4/1996 0:00:00",0,1
"278710","5/5/1996 0:00:00","VA","LIGHTNING","5/5/1996 0:00:00",0,1
"279014","6/24/1996 0:00:00","VA","TORNADO","6/24/1996 0:00:00",0,1
"279032","6/24/1996 0:00:00","VA","LIGHTNING","6/24/1996 0:00:00",0,1
"279117","7/12/1996 0:00:00","VA","TORNADO","7/13/1996 0:00:00",0,9
"279122","7/14/1996 0:00:00","VA","LIGHTNING","7/14/1996 0:00:00",1,0
"279180","8/7/1996 0:00:00","VA","TSTM WIND","8/7/1996 0:00:00",1,1
"279191","8/15/1996 0:00:00","VA","LIGHTNING","8/15/1996 0:00:00",0,1
"279231","8/26/1996 0:00:00","VA","LIGHTNING","8/26/1996 0:00:00",0,2
"279262","9/6/1996 0:00:00","VA","FLASH FLOOD","9/6/1996 0:00:00",1,0
"279271","9/6/1996 0:00:00","VA","FLASH FLOOD","9/6/1996 0:00:00",2,0
"279273","9/6/1996 0:00:00","VA","FLASH FLOOD","9/6/1996 0:00:00",1,0
"279322","9/8/1996 0:00:00","VA","URBAN/SML STREAM FLD","9/8/1996 0:00:00",1,1
"279349","11/8/1996 0:00:00","VA","TSTM WIND","11/8/1996 0:00:00",0,1
"279351","11/8/1996 0:00:00","VA","TSTM WIND","11/8/1996 0:00:00",0,1
"279402","1/18/1996 0:00:00","WA","HEAVY SNOW","1/19/1996 0:00:00",1,4
"279403","1/20/1996 0:00:00","WA","HEAVY SNOW","1/20/1996 0:00:00",0,1
"279408","1/28/1996 0:00:00","WA","EXTREME COLD","1/28/1996 0:00:00",1,0
"279409","1/30/1996 0:00:00","WA","EXTREME COLD","1/30/1996 0:00:00",1,0
"279418","4/16/1996 0:00:00","WA","LIGHTNING","4/16/1996 0:00:00",1,0
"279426","5/19/1996 0:00:00","WA","AVALANCHE","5/19/1996 0:00:00",0,2
"279440","9/15/1996 0:00:00","WA","LIGHTNING","9/15/1996 0:00:00",1,0
"279451","11/19/1996 0:00:00","WA","HEAVY SNOW","11/20/1996 0:00:00",1,0
"279453","11/19/1996 0:00:00","WA","HEAVY SNOW","11/19/1996 0:00:00",1,22
"279454","11/19/1996 0:00:00","WA","ICE STORM","11/19/1996 0:00:00",1,0
"279461","11/30/1996 0:00:00","WA","LIGHTNING","11/30/1996 0:00:00",0,1
"279464","12/4/1996 0:00:00","WA","HEAVY SNOW","12/4/1996 0:00:00",0,3
"279471","12/25/1996 0:00:00","WA","AVALANCHE","12/25/1996 0:00:00",2,0
"279475","12/26/1996 0:00:00","WA","HEAVY SNOW","12/26/1996 0:00:00",1,0
"279478","12/27/1996 0:00:00","WA","HEAVY SNOW","12/27/1996 0:00:00",0,1
"279482","12/28/1996 0:00:00","WA","HEAVY SNOW","12/29/1996 0:00:00",1,0
"279487","12/29/1996 0:00:00","WA","URBAN/SML STREAM FLD","12/31/1996 0:00:00",1,0
"279530","1/19/1996 0:00:00","WV","FLASH FLOOD","1/19/1996 0:00:00",1,0
"279564","2/8/1996 0:00:00","WV","HEAVY RAIN","2/8/1996 0:00:00",4,0
"279612","4/23/1996 0:00:00","WV","TSTM WIND","4/23/1996 0:00:00",0,1
"279679","5/5/1996 0:00:00","WV","HEAVY RAIN","5/5/1996 0:00:00",1,0
"279701","5/15/1996 0:00:00","WV","FLASH FLOOD","5/16/1996 0:00:00",1,0
"279714","5/16/1996 0:00:00","WV","FLASH FLOOD","5/17/1996 0:00:00",2,0
"279790","6/23/1996 0:00:00","WV","FLASH FLOOD","6/23/1996 0:00:00",1,0
"279868","7/30/1996 0:00:00","WV","TSTM WIND","7/30/1996 0:00:00",0,1
"279925","9/6/1996 0:00:00","WV","FLASH FLOOD","9/6/1996 0:00:00",1,0
"279927","9/6/1996 0:00:00","WV","FLASH FLOOD","9/6/1996 0:00:00",1,0
"279968","1/9/1996 0:00:00","WI","Cold Temperature","1/9/1996 0:00:00",1,0
"279975","1/18/1996 0:00:00","WI","Cold Temperature","1/18/1996 0:00:00",1,0
"279991","1/26/1996 0:00:00","WI","BLIZZARD","1/27/1996 0:00:00",1,0
"279999","1/30/1996 0:00:00","WI","EXTREME WINDCHILL","1/30/1996 0:00:00",2,0
"280000","1/31/1996 0:00:00","WI","EXTREME COLD","1/31/1996 0:00:00",0,10
"280002","2/1/1996 0:00:00","WI","EXTREME COLD","2/5/1996 0:00:00",1,0
"280003","2/1/1996 0:00:00","WI","EXTREME COLD","2/4/1996 0:00:00",1,0
"280005","2/1/1996 0:00:00","WI","EXTREME COLD","2/4/1996 0:00:00",4,18
"280016","2/26/1996 0:00:00","WI","ICE STORM","2/27/1996 0:00:00",0,1
"280023","3/20/1996 0:00:00","WI","HIGH WIND","3/20/1996 0:00:00",0,1
"280039","4/14/1996 0:00:00","WI","LIGHTNING","4/14/1996 0:00:00",0,1
"280104","5/19/1996 0:00:00","WI","TSTM WIND","5/19/1996 0:00:00",0,2
"280109","5/19/1996 0:00:00","WI","TSTM WIND","5/19/1996 0:00:00",0,1
"280149","6/1/1996 0:00:00","WI","LIGHTNING","6/1/1996 0:00:00",0,8
"280166","6/6/1996 0:00:00","WI","LIGHTNING","6/6/1996 0:00:00",0,2
"280197","6/17/1996 0:00:00","WI","FLASH FLOOD","6/17/1996 0:00:00",0,1
"280233","6/19/1996 0:00:00","WI","LIGHTNING","6/19/1996 0:00:00",0,1
"280243","6/29/1996 0:00:00","WI","Heat Wave","6/29/1996 0:00:00",0,70
"280302","7/15/1996 0:00:00","WI","LIGHTNING","7/15/1996 0:00:00",0,1
"280305","7/18/1996 0:00:00","WI","FLASH FLOOD","7/18/1996 0:00:00",0,1
"280309","7/18/1996 0:00:00","WI","LIGHTNING","7/18/1996 0:00:00",0,1
"280333","7/18/1996 0:00:00","WI","TORNADO","7/18/1996 0:00:00",0,12
"280335","7/18/1996 0:00:00","WI","TORNADO","7/18/1996 0:00:00",1,1
"280402","8/7/1996 0:00:00","WI","TSTM WIND","8/7/1996 0:00:00",1,4
"280484","8/25/1996 0:00:00","WI","TSTM WIND","8/25/1996 0:00:00",0,1
"280533","10/6/1996 0:00:00","WI","LIGHTNING","10/6/1996 0:00:00",0,1
"280569","11/9/1996 0:00:00","WI","Snow","11/9/1996 0:00:00",0,2
"280632","2/1/1996 0:00:00","WY","EXTREME COLD","2/4/1996 0:00:00",1,0
"280643","2/19/1996 0:00:00","WY","HIGH WIND","2/19/1996 0:00:00",0,2
"280851","8/5/1996 0:00:00","WY","HIGH WIND","8/5/1996 0:00:00",0,3
"280975","7/7/1996 0:00:00","PR","HURRICANE","7/8/1996 0:00:00",1,0
"280978","7/7/1996 0:00:00","PR","HURRICANE","7/8/1996 0:00:00",0,1
"281011","9/9/1996 0:00:00","PR","HURRICANE","9/10/1996 0:00:00",3,0
"281012","9/9/1996 0:00:00","PR","HURRICANE","9/10/1996 0:00:00",5,0
"281013","9/9/1996 0:00:00","PR","HURRICANE","9/10/1996 0:00:00",7,0
"281016","9/9/1996 0:00:00","PR","HURRICANE","9/10/1996 0:00:00",3,0
"281025","9/30/1996 0:00:00","PR","FLASH FLOOD","9/30/1996 0:00:00",1,0
"281062","11/17/1996 0:00:00","PR","Coastal Flooding","11/17/1996 0:00:00",2,0
"281094","1/4/1997 0:00:00","AL","TSTM WIND","1/4/1997 0:00:00",0,1
"281142","1/24/1997 0:00:00","AL","TSTM WIND","1/24/1997 0:00:00",0,1
"281183","1/24/1997 0:00:00","AL","LIGHTNING","1/24/1997 0:00:00",0,1
"281186","1/24/1997 0:00:00","AL","TORNADO","1/24/1997 0:00:00",1,10
"281248","1/28/1997 0:00:00","AL","TORNADO","1/28/1997 0:00:00",0,1
"281286","3/13/1997 0:00:00","AL","LIGHTNING","3/13/1997 0:00:00",0,5
"281339","4/21/1997 0:00:00","AL","LIGHTNING","4/21/1997 0:00:00",0,1
"281356","4/22/1997 0:00:00","AL","TSTM WIND","4/22/1997 0:00:00",0,1
"281357","4/22/1997 0:00:00","AL","TORNADO","4/22/1997 0:00:00",0,10
"281359","4/22/1997 0:00:00","AL","TSTM WIND","4/22/1997 0:00:00",0,1
"281389","4/22/1997 0:00:00","AL","TSTM WIND","4/22/1997 0:00:00",0,1
"281428","5/2/1997 0:00:00","AL","TORNADO","5/2/1997 0:00:00",0,12
"281430","5/2/1997 0:00:00","AL","TORNADO","5/2/1997 0:00:00",0,1
"281503","5/28/1997 0:00:00","AL","LIGHTNING","5/28/1997 0:00:00",1,0
"281530","6/16/1997 0:00:00","AL","TORNADO","6/16/1997 0:00:00",0,1
"281558","6/28/1997 0:00:00","AL","LIGHTNING","6/28/1997 0:00:00",0,2
"281573","7/4/1997 0:00:00","AL","TSTM WIND","7/4/1997 0:00:00",0,1
"281576","7/4/1997 0:00:00","AL","EXCESSIVE HEAT","7/4/1997 0:00:00",0,1
"281605","7/18/1997 0:00:00","AL","HURRICANE","7/22/1997 0:00:00",1,0
"281616","7/23/1997 0:00:00","AL","LIGHTNING","7/23/1997 0:00:00",0,3
"281678","10/25/1997 0:00:00","AL","TORNADO","10/25/1997 0:00:00",0,2
"281685","10/26/1997 0:00:00","AL","LIGHTNING","10/26/1997 0:00:00",0,1
"281686","10/26/1997 0:00:00","AL","LIGHTNING","10/26/1997 0:00:00",0,1
"281730","12/24/1997 0:00:00","AL","TORNADO","12/24/1997 0:00:00",0,1
"281731","12/24/1997 0:00:00","AL","TORNADO","12/24/1997 0:00:00",0,5
"281732","12/24/1997 0:00:00","AL","TORNADO","12/24/1997 0:00:00",0,4
"281980","1/12/1997 0:00:00","AZ","WINTER STORM","1/14/1997 0:00:00",4,0
"282007","5/20/1997 0:00:00","AZ","LIGHTNING","5/20/1997 0:00:00",1,0
"282008","5/20/1997 0:00:00","AZ","LIGHTNING","5/20/1997 0:00:00",1,0
"282023","7/10/1997 0:00:00","AZ","DUST STORM","7/10/1997 0:00:00",0,25
"282026","7/17/1997 0:00:00","AZ","FLASH FLOOD","7/17/1997 0:00:00",0,3
"282060","8/6/1997 0:00:00","AZ","FLASH FLOOD","8/6/1997 0:00:00",6,0
"282071","8/8/1997 0:00:00","AZ","TSTM WIND","8/8/1997 0:00:00",0,3
"282084","8/9/1997 0:00:00","AZ","FLASH FLOOD","8/9/1997 0:00:00",1,4
"282085","8/9/1997 0:00:00","AZ","FLASH FLOOD","8/9/1997 0:00:00",0,116
"282092","8/12/1997 0:00:00","AZ","FLASH FLOOD","8/12/1997 0:00:00",11,1
"282094","8/13/1997 0:00:00","AZ","LIGHTNING","8/13/1997 0:00:00",0,1
"282111","8/14/1997 0:00:00","AZ","TSTM WIND","8/14/1997 0:00:00",0,1
"282137","8/26/1997 0:00:00","AZ","LIGHTNING","8/26/1997 0:00:00",0,1
"282189","9/11/1997 0:00:00","AZ","FLASH FLOOD","9/11/1997 0:00:00",2,1
"282190","9/11/1997 0:00:00","AZ","LIGHTNING","9/11/1997 0:00:00",0,2
"282199","9/13/1997 0:00:00","AZ","LIGHTNING","9/13/1997 0:00:00",0,1
"282204","9/13/1997 0:00:00","AZ","LIGHTNING","9/13/1997 0:00:00",0,1
"282272","2/20/1997 0:00:00","AR","TORNADO","2/20/1997 0:00:00",1,3
"282273","2/20/1997 0:00:00","AR","TSTM WIND","2/20/1997 0:00:00",0,3
"282274","2/20/1997 0:00:00","AR","TSTM WIND","2/20/1997 0:00:00",0,3
"282285","2/20/1997 0:00:00","AR","TSTM WIND","2/20/1997 0:00:00",0,3
"282331","3/1/1997 0:00:00","AR","TORNADO","3/1/1997 0:00:00",0,2
"282334","3/1/1997 0:00:00","AR","TORNADO","3/1/1997 0:00:00",6,100
"282337","3/1/1997 0:00:00","AR","TORNADO","3/1/1997 0:00:00",0,5
"282338","3/1/1997 0:00:00","AR","TORNADO","3/1/1997 0:00:00",0,11
"282342","3/1/1997 0:00:00","AR","TORNADO","3/1/1997 0:00:00",0,14
"282343","3/1/1997 0:00:00","AR","TORNADO","3/1/1997 0:00:00",2,30
"282344","3/1/1997 0:00:00","AR","TORNADO","3/1/1997 0:00:00",10,40
"282346","3/1/1997 0:00:00","AR","TORNADO","3/1/1997 0:00:00",0,1
"282349","3/1/1997 0:00:00","AR","TORNADO","3/1/1997 0:00:00",0,1
"282350","3/1/1997 0:00:00","AR","TORNADO","3/1/1997 0:00:00",5,180
"282351","3/1/1997 0:00:00","AR","TORNADO","3/1/1997 0:00:00",1,30
"282356","3/1/1997 0:00:00","AR","TORNADO","3/1/1997 0:00:00",0,3
"282358","3/1/1997 0:00:00","AR","TORNADO","3/1/1997 0:00:00",0,2
"282360","3/1/1997 0:00:00","AR","TORNADO","3/1/1997 0:00:00",0,2
"282361","3/1/1997 0:00:00","AR","TORNADO","3/1/1997 0:00:00",1,5
"282399","4/4/1997 0:00:00","AR","TSTM WIND","4/4/1997 0:00:00",0,1
"282400","4/4/1997 0:00:00","AR","TSTM WIND","4/4/1997 0:00:00",0,1
"282433","4/5/1997 0:00:00","AR","FLASH FLOOD","4/5/1997 0:00:00",1,0
"282466","5/2/1997 0:00:00","AR","HIGH WIND","5/2/1997 0:00:00",1,0
"282639","6/28/1997 0:00:00","AR","LIGHTNING","6/28/1997 0:00:00",1,12
"282718","7/15/1997 0:00:00","AR","LIGHTNING","7/15/1997 0:00:00",0,1
"282737","7/23/1997 0:00:00","AR","LIGHTNING","7/23/1997 0:00:00",1,2
"282764","8/13/1997 0:00:00","AR","LIGHTNING","8/13/1997 0:00:00",1,1
"282847","1/1/1997 0:00:00","CA","FLOOD","1/17/1997 0:00:00",0,2
"282854","1/1/1997 0:00:00","CA","FLASH FLOOD","1/1/1997 0:00:00",1,0
"282882","1/1/1997 0:00:00","CA","STORM SURGE","1/1/1997 0:00:00",0,27
"282883","1/1/1997 0:00:00","CA","FLOOD","1/3/1997 0:00:00",1,0
"282908","1/2/1997 0:00:00","CA","FLASH FLOOD","1/2/1997 0:00:00",1,0
"282915","1/2/1997 0:00:00","CA","FLASH FLOOD","1/3/1997 0:00:00",3,0
"282918","1/3/1997 0:00:00","CA","FLOOD","1/3/1997 0:00:00",1,0
"282921","1/5/1997 0:00:00","CA","HIGH WIND","1/7/1997 0:00:00",1,0
"282922","1/6/1997 0:00:00","CA","HIGH WIND","1/7/1997 0:00:00",0,4
"282923","1/7/1997 0:00:00","CA","COLD AND SNOW","1/18/1997 0:00:00",14,0
"282925","1/12/1997 0:00:00","CA","WINTER STORM","1/13/1997 0:00:00",0,1
"282944","1/20/1997 0:00:00","CA","HEAVY RAIN","1/20/1997 0:00:00",0,4
"283018","2/3/1997 0:00:00","CA","FLASH FLOOD","2/3/1997 0:00:00",1,0
"283021","2/13/1997 0:00:00","CA","HIGH WIND","2/13/1997 0:00:00",0,1
"283049","4/2/1997 0:00:00","CA","HIGH WIND","4/3/1997 0:00:00",0,1
"283050","4/2/1997 0:00:00","CA","HIGH WIND","4/2/1997 0:00:00",0,2
"283072","5/18/1997 0:00:00","CA","TSTM WIND","5/18/1997 0:00:00",0,1
"283077","5/19/1997 0:00:00","CA","TSTM WIND","5/19/1997 0:00:00",0,15
"283103","7/26/1997 0:00:00","CA","LIGHTNING","7/26/1997 0:00:00",0,2
"283112","8/2/1997 0:00:00","CA","EXCESSIVE HEAT","8/7/1997 0:00:00",5,0
"283119","8/5/1997 0:00:00","CA","RIP CURRENTS","8/7/1997 0:00:00",1,3
"283128","8/19/1997 0:00:00","CA","LIGHTNING","8/19/1997 0:00:00",0,3
"283130","8/19/1997 0:00:00","CA","WILD/FOREST FIRE","8/20/1997 0:00:00",0,1
"283156","9/3/1997 0:00:00","CA","FLASH FLOOD","9/3/1997 0:00:00",0,4
"283160","9/4/1997 0:00:00","CA","FLASH FLOOD","9/4/1997 0:00:00",0,2
"283166","9/14/1997 0:00:00","CA","HEAVY SURF","9/14/1997 0:00:00",0,4
"283168","9/18/1997 0:00:00","CA","HEAVY SNOW","9/19/1997 0:00:00",1,0
"283186","10/7/1997 0:00:00","CA","FLASH FLOOD","10/7/1997 0:00:00",0,4
"283194","10/30/1997 0:00:00","CA","FOG","10/30/1997 0:00:00",0,3
"283196","11/10/1997 0:00:00","CA","HEAVY RAIN","11/10/1997 0:00:00",0,1
"283214","11/26/1997 0:00:00","CA","RAIN/SNOW","11/27/1997 0:00:00",3,2
"283225","11/26/1997 0:00:00","CA","WIND","11/26/1997 0:00:00",0,1
"283229","11/29/1997 0:00:00","CA","FOG","11/29/1997 0:00:00",0,20
"283236","12/5/1997 0:00:00","CA","RAIN/SNOW","12/7/1997 0:00:00",1,0
"283238","12/5/1997 0:00:00","CA","HEAVY RAIN","12/5/1997 0:00:00",1,0
"283245","12/6/1997 0:00:00","CA","TSTM WIND","12/6/1997 0:00:00",0,2
"283265","12/10/1997 0:00:00","CA","FOG","12/10/1997 0:00:00",0,2
"283267","12/10/1997 0:00:00","CA","HIGH WIND","12/12/1997 0:00:00",2,0
"283268","12/11/1997 0:00:00","CA","FOG","12/11/1997 0:00:00",5,26
"283272","12/19/1997 0:00:00","CA","HIGH WIND","12/19/1997 0:00:00",1,1
"283301","1/21/1997 0:00:00","CO","HIGH WIND","1/21/1997 0:00:00",0,2
"283371","4/28/1997 0:00:00","CO","TSTM WIND","4/28/1997 0:00:00",1,1
"283376","5/5/1997 0:00:00","CO","DRY MICROBURST","5/5/1997 0:00:00",0,1
"283449","6/5/1997 0:00:00","CO","LIGHTNING","6/5/1997 0:00:00",0,1
"283467","6/6/1997 0:00:00","CO","LIGHTNING","6/6/1997 0:00:00",0,1
"283472","6/7/1997 0:00:00","CO","LIGHTNING","6/7/1997 0:00:00",0,1
"283473","6/7/1997 0:00:00","CO","LIGHTNING","6/7/1997 0:00:00",1,1
"283477","6/8/1997 0:00:00","CO","LIGHTNING","6/8/1997 0:00:00",0,2
"283483","6/10/1997 0:00:00","CO","LIGHTNING","6/10/1997 0:00:00",0,1
"283566","6/19/1997 0:00:00","CO","LIGHTNING","6/19/1997 0:00:00",0,1
"283646","6/26/1997 0:00:00","CO","FOG","6/26/1997 0:00:00",1,0
"283667","7/6/1997 0:00:00","CO","LIGHTNING","7/6/1997 0:00:00",1,0
"283675","7/8/1997 0:00:00","CO","TSTM WIND","7/8/1997 0:00:00",1,2
"283708","7/23/1997 0:00:00","CO","FLASH FLOOD","7/23/1997 0:00:00",1,0
"283710","7/24/1997 0:00:00","CO","LIGHTNING","7/24/1997 0:00:00",1,0
"283723","7/15/1997 0:00:00","CT","LIGHTNING","7/15/1997 0:00:00",0,1
"283754","4/23/1997 0:00:00","FL","TORNADO","4/23/1997 0:00:00",0,1
"283776","7/27/1997 0:00:00","CO","TSTM WIND","7/27/1997 0:00:00",0,1
"283790","7/28/1997 0:00:00","CO","FLASH FLOOD","7/28/1997 0:00:00",5,40
"283792","7/29/1997 0:00:00","CO","LIGHTNING","7/29/1997 0:00:00",0,1
"283809","7/30/1997 0:00:00","CO","LIGHTNING","7/30/1997 0:00:00",1,1
"283831","8/4/1997 0:00:00","CO","URBAN/SML STREAM FLD","8/4/1997 0:00:00",1,0
"283838","8/6/1997 0:00:00","CO","URBAN/SML STREAM FLD","8/6/1997 0:00:00",2,0
"283847","8/11/1997 0:00:00","CO","LIGHTNING","8/11/1997 0:00:00",0,1
"283912","8/31/1997 0:00:00","CO","LIGHTNING","8/31/1997 0:00:00",1,0
"283918","8/31/1997 0:00:00","CO","TSTM WIND","8/31/1997 0:00:00",1,1
"283996","10/11/1997 0:00:00","CO","TORNADO","10/11/1997 0:00:00",0,6
"284021","10/24/1997 0:00:00","CO","BLIZZARD","10/25/1997 0:00:00",2,0
"284022","10/24/1997 0:00:00","CO","BLIZZARD","10/25/1997 0:00:00",5,2
"284023","10/24/1997 0:00:00","CO","BLIZZARD","10/26/1997 0:00:00",2,0
"284024","10/25/1997 0:00:00","CO","BLIZZARD","10/26/1997 0:00:00",1,0
"284044","11/27/1997 0:00:00","CO","WINTER STORM","11/28/1997 0:00:00",1,0
"284057","12/24/1997 0:00:00","CO","HEAVY SNOW","12/25/1997 0:00:00",1,0
"284069","3/6/1997 0:00:00","CT","HIGH WIND","3/6/1997 0:00:00",0,1
"284073","3/31/1997 0:00:00","CT","COASTAL STORM","3/31/1997 0:00:00",1,0
"284096","6/19/1997 0:00:00","CT","LIGHTNING","6/19/1997 0:00:00",1,0
"284097","6/22/1997 0:00:00","CT","TSTM WIND","6/22/1997 0:00:00",1,0
"284139","8/9/1997 0:00:00","CT","LIGHTNING","8/9/1997 0:00:00",0,1
"284143","8/20/1997 0:00:00","CT","HEAVY RAIN","8/21/1997 0:00:00",2,0
"284148","9/20/1997 0:00:00","CT","TSTM WIND","9/20/1997 0:00:00",0,3
"284165","12/10/1997 0:00:00","CT","SNOW","12/11/1997 0:00:00",1,0
"284226","8/16/1997 0:00:00","DE","EXCESSIVE HEAT","8/17/1997 0:00:00",0,3
"284248","7/13/1997 0:00:00","DC","EXCESSIVE HEAT","7/19/1997 0:00:00",2,150
"284252","8/16/1997 0:00:00","DC","EXCESSIVE HEAT","8/17/1997 0:00:00",1,25
"284284","1/15/1997 0:00:00","FL","TORNADO","1/15/1997 0:00:00",0,3
"284286","1/15/1997 0:00:00","FL","TORNADO","1/15/1997 0:00:00",0,1
"284321","2/21/1997 0:00:00","FL","RIP CURRENTS","2/21/1997 0:00:00",1,0
"284340","3/28/1997 0:00:00","FL","RIP CURRENTS","3/28/1997 0:00:00",2,0
"284344","3/29/1997 0:00:00","FL","TSTM WIND","3/29/1997 0:00:00",0,26
"284429","4/23/1997 0:00:00","FL","LIGHTNING","4/23/1997 0:00:00",1,0
"284511","4/28/1997 0:00:00","FL","TORNADO","4/28/1997 0:00:00",0,1
"284543","5/3/1997 0:00:00","FL","TORNADO","5/3/1997 0:00:00",0,2
"284545","5/12/1997 0:00:00","FL","TORNADO","5/12/1997 0:00:00",0,12
"284550","5/15/1997 0:00:00","FL","LIGHTNING","5/15/1997 0:00:00",0,1
"284593","5/26/1997 0:00:00","FL","LIGHTNING","5/26/1997 0:00:00",0,1
"284619","5/30/1997 0:00:00","FL","RIP CURRENTS","5/30/1997 0:00:00",1,0
"284623","7/3/1997 0:00:00","FL","HEAT","7/3/1997 0:00:00",1,0
"284631","7/4/1997 0:00:00","FL","TSTM WIND","7/4/1997 0:00:00",0,1
"284646","10/24/1997 0:00:00","FL","TORNADO","10/24/1997 0:00:00",0,2
"284657","10/26/1997 0:00:00","FL","TORNADO","10/26/1997 0:00:00",0,1
"284667","10/27/1997 0:00:00","FL","TORNADO","10/27/1997 0:00:00",0,4
"284725","6/5/1997 0:00:00","FL","RIP CURRENTS","6/5/1997 0:00:00",0,1
"284738","6/12/1997 0:00:00","FL","LIGHTNING","6/12/1997 0:00:00",0,1
"284746","6/14/1997 0:00:00","FL","LIGHTNING","6/14/1997 0:00:00",1,0
"284755","6/16/1997 0:00:00","FL","TORNADO","6/16/1997 0:00:00",0,1
"284796","6/22/1997 0:00:00","FL","LIGHTNING","6/22/1997 0:00:00",0,1
"284804","6/23/1997 0:00:00","FL","LIGHTNING","6/23/1997 0:00:00",0,1
"284807","6/24/1997 0:00:00","FL","LIGHTNING","6/24/1997 0:00:00",0,1
"284825","6/25/1997 0:00:00","FL","LIGHTNING","6/25/1997 0:00:00",0,1
"284852","6/28/1997 0:00:00","FL","LIGHTNING","6/28/1997 0:00:00",0,1
"284853","6/28/1997 0:00:00","FL","LIGHTNING","6/28/1997 0:00:00",0,1
"284855","6/28/1997 0:00:00","FL","TSTM WIND","6/28/1997 0:00:00",0,9
"284857","6/29/1997 0:00:00","FL","LIGHTNING","6/29/1997 0:00:00",1,2
"284875","7/4/1997 0:00:00","FL","TSTM WIND","7/4/1997 0:00:00",0,9
"284883","7/5/1997 0:00:00","FL","HIGH WIND","7/5/1997 0:00:00",1,1
"284898","7/5/1997 0:00:00","FL","LIGHTNING","7/5/1997 0:00:00",0,2
"284934","7/9/1997 0:00:00","FL","LIGHTNING","7/9/1997 0:00:00",0,1
"284948","7/10/1997 0:00:00","FL","LIGHTNING","7/10/1997 0:00:00",0,1
"284949","7/10/1997 0:00:00","FL","LIGHTNING","7/10/1997 0:00:00",0,1
"284950","7/10/1997 0:00:00","FL","LIGHTNING","7/10/1997 0:00:00",0,3
"284975","7/11/1997 0:00:00","FL","LIGHTNING","7/11/1997 0:00:00",0,1
"284979","7/12/1997 0:00:00","FL","LIGHTNING","7/12/1997 0:00:00",0,1
"284982","7/12/1997 0:00:00","FL","LIGHTNING","7/12/1997 0:00:00",0,1
"284983","7/12/1997 0:00:00","FL","LIGHTNING","7/12/1997 0:00:00",0,1
"284986","7/12/1997 0:00:00","FL","LIGHTNING","7/12/1997 0:00:00",1,0
"284988","7/12/1997 0:00:00","FL","LIGHTNING","7/12/1997 0:00:00",1,1
"284996","7/15/1997 0:00:00","FL","LIGHTNING","7/15/1997 0:00:00",0,1
"285004","7/15/1997 0:00:00","FL","LIGHTNING","7/15/1997 0:00:00",0,1
"285030","7/18/1997 0:00:00","FL","TSTM WIND/HAIL","7/18/1997 0:00:00",0,2
"285045","7/20/1997 0:00:00","FL","LIGHTNING","7/20/1997 0:00:00",0,1
"285048","7/22/1997 0:00:00","FL","LIGHTNING","7/22/1997 0:00:00",0,1
"285053","7/24/1997 0:00:00","FL","LIGHTNING","7/24/1997 0:00:00",0,1
"285058","7/24/1997 0:00:00","FL","LIGHTNING","7/24/1997 0:00:00",0,1
"285079","8/1/1997 0:00:00","FL","LIGHTNING","8/1/1997 0:00:00",1,0
"285082","8/1/1997 0:00:00","FL","LIGHTNING","8/1/1997 0:00:00",0,1
"285083","8/7/1997 0:00:00","FL","LIGHTNING","8/7/1997 0:00:00",1,0
"285098","8/11/1997 0:00:00","FL","LIGHTNING","8/11/1997 0:00:00",0,1
"285100","8/11/1997 0:00:00","FL","LIGHTNING","8/11/1997 0:00:00",0,3
"285101","8/11/1997 0:00:00","FL","LIGHTNING","8/11/1997 0:00:00",0,1
"285103","8/12/1997 0:00:00","FL","RIP CURRENTS","8/12/1997 0:00:00",1,0
"285106","8/13/1997 0:00:00","FL","LIGHTNING","8/13/1997 0:00:00",0,1
"285108","8/13/1997 0:00:00","FL","LIGHTNING","8/13/1997 0:00:00",0,1
"285114","8/15/1997 0:00:00","FL","LIGHTNING","8/15/1997 0:00:00",0,1
"285120","8/16/1997 0:00:00","FL","LIGHTNING","8/16/1997 0:00:00",0,1
"285128","8/16/1997 0:00:00","FL","LIGHTNING","8/16/1997 0:00:00",0,1
"285131","8/18/1997 0:00:00","FL","RIP CURRENT","8/18/1997 0:00:00",0,1
"285141","8/20/1997 0:00:00","FL","LIGHTNING","8/20/1997 0:00:00",0,1
"285156","8/23/1997 0:00:00","FL","LIGHTNING","8/23/1997 0:00:00",0,1
"285187","9/2/1997 0:00:00","FL","LIGHTNING","9/2/1997 0:00:00",0,2
"285188","9/2/1997 0:00:00","FL","LIGHTNING","9/2/1997 0:00:00",1,2
"285203","9/11/1997 0:00:00","FL","LIGHTNING","9/11/1997 0:00:00",0,1
"285222","9/17/1997 0:00:00","FL","LIGHTNING","9/17/1997 0:00:00",0,1
"285231","9/26/1997 0:00:00","FL","FLOOD","9/27/1997 0:00:00",1,1
